GTRD peaks ID,UniProt ID,Cell Line,Treatment,Antibody,TFClass,Species,PubMed,GEO,ENCODE,Peak calls participated in analysis
PEAKS021000,ATF3_HUMAN,HCT-116,,ATF3, 1.1.2.2.1,Homo sapiens,,GSM1010757,wgEncodeEH003276,1000
PEAKS021002,USF1_HUMAN,HCT-116,,USF-1, 1.2.6.2.1,Homo sapiens,,GSM1010836,wgEncodeEH003310,1000
PEAKS021003,ESR1_HUMAN,T-47D,BPA_100nM,ERalpha_a, 2.1.1.2.1,Homo sapiens,,GSM1010823,wgEncodeEH002299,1000
PEAKS021004,ATF3_HUMAN,HCT-116,,ATF3, 1.1.2.2.1,Homo sapiens,,GSM1010757,wgEncodeEH003276,1000
PEAKS021005,CTCF_HUMAN,GM12867,,CTCF, 2.3.3.50.1,Homo sapiens,,GSM849301,wgEncodeEH002050,1000
PEAKS021007,TEAD4_HUMAN,ECC-1,,TEAD4_(SC-101184), 3.6.1.0.2,Homo sapiens,,GSM1010885,wgEncodeEH003238,1000
PEAKS021008,GABPA_HUMAN,SK-N-SH,,GABP, 3.5.2.1.4,Homo sapiens,,GSM1010739,wgEncodeEH003248,1000
PEAKS021009,NFIC_HUMAN,ECC-1,,NFIC_(SC-81335), 7.1.2.0.3,Homo sapiens,,GSM1010855,wgEncodeEH003289,1000
PEAKS021010,CTCF_HUMAN,NHLF,,CTCF, 2.3.3.50.1,Homo sapiens,,GSM1022626,wgEncodeEH002548,1000
PEAKS021011,CTCF_HUMAN,MCF-7,serum_stimulated_media,CTCF, 2.3.3.50.1,Homo sapiens,,GSM1006875,wgEncodeEH003434,1000
PEAKS021012,REST_HUMAN,HCT-116,,NRSF, 2.3.4.0.27,Homo sapiens,,GSM1010869,wgEncodeEH003308,1000
PEAKS021013,REST_HUMAN,HCT-116,,NRSF, 2.3.4.0.27,Homo sapiens,,GSM1010869,wgEncodeEH003308,1000
PEAKS021015,CTCF_HUMAN,GM12878,,CTCF, 2.3.3.50.1,Homo sapiens,,GSM822312,wgEncodeEH000532,1000
PEAKS021016,CTCF_HUMAN,GM12869,,CTCF, 2.3.3.50.1,Homo sapiens,,GSM849303,wgEncodeEH002052,1000
PEAKS021018,MAX_HUMAN,A549,,Max, 1.2.6.5.5,Homo sapiens,,GSM1010728,wgEncodeEH003251,1000
PEAKS021019,TF65_HUMAN,GM10847,TNFa,NFKB, 6.1.1.2.1,Homo sapiens,,GSM935527,wgEncodeEH000734,1000
PEAKS021020,FOXM1_HUMAN,SK-N-SH,,FOXM1_(SC-502), 3.3.1.13.1,Homo sapiens,,GSM1010750,wgEncodeEH003243,1000
PEAKS021021,COT2_HUMAN,HepG2,,NR2F2_(SC-271940), 2.1.3.5.2,Homo sapiens,,GSM1010810,wgEncodeEH003314,1000
PEAKS021025,FOSL2_HUMAN,SK-N-SH,,FOSL2, 1.1.2.1.4,Homo sapiens,,GSM1010840,wgEncodeEH003297,1000
PEAKS021026,ZBT7A_HUMAN,ECC-1,,ZBTB7A_(SC-34508), 2.3.3.8.1,Homo sapiens,,GSM1010752,wgEncodeEH003241,1000
PEAKS021027,MAX_HUMAN,MCF-7,,Max, 1.2.6.5.5,Homo sapiens,,GSM1010863,wgEncodeEH003281,1000
PEAKS021028,CTCF_HUMAN,GM19238,,CTCF, 2.3.3.50.1,Homo sapiens,,GSM822278,wgEncodeEH000570,1000
PEAKS021029,RUNX3_HUMAN,GM12878,,RUNX3_(SC-101553), 6.4.1.0.3,Homo sapiens,,GSM1010893,wgEncodeEH002330,1000
PEAKS021030,CTCF_HUMAN,MCF-7,,CTCF_(SC-5916), 2.3.3.50.1,Homo sapiens,,GSM1010734,wgEncodeEH003257,1000
PEAKS021031,CTCF_HUMAN,GM12871,,CTCF, 2.3.3.50.1,Homo sapiens,,GSM849304,wgEncodeEH002054,1000
PEAKS021035,CTCF_HUMAN,GM19240,,CTCF, 2.3.3.50.1,Homo sapiens,,GSM822276,wgEncodeEH000572,1000
PEAKS021036,KAISO_HUMAN,SK-N-SH,,ZBTB33, 2.3.2.1.12,Homo sapiens,,GSM1010799,wgEncodeEH003261,1000
PEAKS021037,CREB1_HUMAN,ECC-1,,CREB1_(SC-240), 1.1.7.1.1,Homo sapiens,,GSM1010857,wgEncodeEH003287,1000
PEAKS021038,CTCF_HUMAN,CD20+,,CTCF, 2.3.3.50.1,Homo sapiens,,GSM1003474,wgEncodeEH003131,1000
PEAKS021039,REST_HUMAN,HL-60,,NRSF, 2.3.4.0.27,Homo sapiens,,GSM1010754,wgEncodeEH003247,1000
PEAKS021040,CTCF_HUMAN,Pancreas_OC,,CTCF, 2.3.3.50.1,Homo sapiens,,GSM1006881,wgEncodeEH003463,1000
PEAKS021041,CTCF_HUMAN,Medullo,,CTCF, 2.3.3.50.1,Homo sapiens,,GSM1006893,wgEncodeEH003440,1000
PEAKS021042,NFIC_HUMAN,ECC-1,,NFIC_(SC-81335), 7.1.2.0.3,Homo sapiens,,GSM1010855,wgEncodeEH003289,1000
PEAKS021043,CTCF_HUMAN,H1-hESC,,CTCF, 2.3.3.50.1,Homo sapiens,,GSM822297,wgEncodeEH000560,1000
PEAKS021044,SRF_HUMAN,MCF-7,,SRF, 5.1.2.0.1,Homo sapiens,,GSM1010839,wgEncodeEH003296,1000
PEAKS021049,E2F6_HUMAN,A549,,E2F6, 3.3.2.1.6,Homo sapiens,,GSM1010766,wgEncodeEH003244,1000
PEAKS021052,REST_HUMAN,H1-neurons,,NRSF, 2.3.4.0.27,Homo sapiens,,GSM1010804,wgEncodeEH003264,1000
PEAKS021054,CREB1_HUMAN,GM12878,,CREB1_(SC-240), 1.1.7.1.1,Homo sapiens,,GSM1010760,wgEncodeEH003275,1000
PEAKS021056,CTCF_HUMAN,GM13976,,CTCF, 2.3.3.50.1,Homo sapiens,,GSM1006885,wgEncodeEH003448,1000
PEAKS021057,MAX_HUMAN,HepG2,,Max, 1.2.6.5.5,Homo sapiens,,GSM1010865,wgEncodeEH003254,1000
PEAKS021058,TAF1_HUMAN,MCF-7,,TAF1, 4.1.3.0.5,Homo sapiens,,GSM1010811,wgEncodeEH003317,1000
PEAKS021059,TAF1_HUMAN,MCF-7,,TAF1, 4.1.3.0.5,Homo sapiens,,GSM1010811,wgEncodeEH003317,1000
PEAKS021060,EGR1_HUMAN,MCF-7,,Egr-1, 2.3.1.3.1,Homo sapiens,,GSM1010844,wgEncodeEH003293,1000
PEAKS021061,HTF4_HUMAN,SK-N-SH,,TCF12, 1.2.1.0.3,Homo sapiens,,GSM1010900,wgEncodeEH003227,1000
PEAKS021063,HTF4_HUMAN,MCF-7,,TCF12, 1.2.1.0.3,Homo sapiens,,GSM1010861,wgEncodeEH003283,1000
PEAKS021064,TYY1_HUMAN,SK-N-SH,,YY1_(SC-281), 2.3.3.9.1,Homo sapiens,,GSM1010897,wgEncodeEH003228,1000
PEAKS021065,CEBPB_HUMAN,MCF-7,,CEBPB_(SC-150), 1.1.8.1.2,Homo sapiens,,GSM1010889,wgEncodeEH003233,1000
PEAKS021066,USF1_HUMAN,SK-N-SH,,USF-1, 1.2.6.2.1,Homo sapiens,,GSM1010806,wgEncodeEH003269,1000
PEAKS021067,CTCF_HUMAN,GM12878,,CTCF, 2.3.3.50.1,Homo sapiens,,GSM733752,wgEncodeEH000029,1000
PEAKS021068,HTF4_HUMAN,MCF-7,,TCF12, 1.2.1.0.3,Homo sapiens,,GSM1010861,wgEncodeEH003283,1000
PEAKS021071,FOXA1_HUMAN,A549,DEX_100nM,FOXA1_(SC-101058), 3.3.1.1.1,Homo sapiens,,GSM1010826,wgEncodeEH002293,1000
PEAKS021073,CTCF_HUMAN,GM12891,,CTCF, 2.3.3.50.1,Homo sapiens,,GSM822294,wgEncodeEH000569,1000
PEAKS021075,ELF1_HUMAN,HCT-116,,ELF1_(SC-631), 3.5.2.3.1,Homo sapiens,,GSM1010765,wgEncodeEH003307,1000
PEAKS030000,MEF2C_HUMAN,LoVo,,MEF2C, 5.1.1.1.3,Homo sapiens,23953112,,,1000
PEAKS030001,MEF2A_HUMAN,LoVo,,MEF2A, 5.1.1.1.1,Homo sapiens,23953112,,,1000
PEAKS030002,ZN639_HUMAN,LoVo,,ZNF639, 2.3.4.13.1,Homo sapiens,23953112,,,1000
PEAKS030003,ZN250_HUMAN,LoVo,,ZNF250, 2.3.3.0.160,Homo sapiens,23953112,,,1000
PEAKS030005,RORA_HUMAN,LoVo,,RORA, 2.1.2.6.1,Homo sapiens,23953112,,,1000
PEAKS030006,REST_HUMAN,LoVo,,REST, 2.3.4.0.27,Homo sapiens,23953112,,,1000
PEAKS030007,MXI1_HUMAN,LoVo,,MXI1, 1.2.6.7.5,Homo sapiens,23953112,,,1000
PEAKS030008,HXD11_HUMAN,LoVo,,HOXD11, 3.1.1.8.10,Homo sapiens,23953112,,,1000
PEAKS030009,FOXF1_HUMAN,LoVo,,FOXF1, 3.3.1.6.1,Homo sapiens,23953112,,,1000
PEAKS030010,FOXF2_HUMAN,LoVo,,FOXF2, 3.3.1.6.2,Homo sapiens,23953112,,,1000
PEAKS030011,PATZ1_HUMAN,LoVo,,PATZ1, 2.3.4.8.3,Homo sapiens,23953112,,,1000
PEAKS030013,RCOR1_HUMAN,LoVo,,RCOR1, 3.5.1.2.3,Homo sapiens,23953112,,,1000
PEAKS030014,BARH1_HUMAN,LoVo,,BARHL1, 3.1.2.1.1,Homo sapiens,23953112,,,1000
PEAKS030016,EOMES_HUMAN,LoVo,,EOMES, 6.5.2.0.2,Homo sapiens,23953112,,,1000
PEAKS030017,HNF4G_HUMAN,LoVo,,HNF4G, 2.1.3.2.2,Homo sapiens,23953112,,,1000
PEAKS030018,TOX4_HUMAN,LoVo,,TOX4, 4.1.2.0.4,Homo sapiens,23953112,,,1000
PEAKS030019,ZN236_HUMAN,LoVo,,ZNF236, 2.3.4.0.25,Homo sapiens,23953112,,,1000
PEAKS030020,MSX1_HUMAN,LoVo,,MSX1, 3.1.2.11.1,Homo sapiens,23953112,,,1000
PEAKS030021,HNF4A_HUMAN,LoVo,,HNF4A, 2.1.3.2.1,Homo sapiens,23953112,,,1000
PEAKS030023,FOXG1_HUMAN,LoVo,,FOXG1, 3.3.1.7.1,Homo sapiens,23953112,,,1000
PEAKS030024,TGIF1_HUMAN,LoVo,,TGIF1, 3.1.4.6.1,Homo sapiens,23953112,,,1000
PEAKS030025,MYBA_HUMAN,LoVo,,MYBL1, 3.5.1.1.2,Homo sapiens,23953112,,,1000
PEAKS030026,MYBB_HUMAN,LoVo,,MYBL2, 3.5.1.1.3,Homo sapiens,23953112,,,1000
PEAKS030028,BRAC_HUMAN,LoVo,,T, 6.5.1.0.1,Homo sapiens,23953112,,,1000
PEAKS030029,LYL1_HUMAN,LoVo,,LYL1, 1.2.3.1.3,Homo sapiens,23953112,,,1000
PEAKS030030,CASZ1_HUMAN,LoVo,,CASZ1, 2.3.4.0.1,Homo sapiens,23953112,,,1000
PEAKS030031,BMAL2_HUMAN,LoVo,,ARNTL2, 1.2.5.2.4,Homo sapiens,23953112,,,1000
PEAKS030032,VEZF1_HUMAN,LoVo,,VEZF1, 2.3.4.8.2,Homo sapiens,23953112,,,1000
PEAKS030033,ERR1_HUMAN,LoVo,,ESRRA, 2.1.1.2.3,Homo sapiens,23953112,,,1000
PEAKS030035,KLF10_HUMAN,LoVo,,KLF10, 2.3.1.2.10,Homo sapiens,23953112,,,1000
PEAKS030036,KLF11_HUMAN,LoVo,,KLF11, 2.3.1.2.11,Homo sapiens,23953112,,,1000
PEAKS030037,TFCP2_HUMAN,LoVo,,TFCP2, 6.7.2.0.1,Homo sapiens,23953112,,,1000
PEAKS030038,KLF15_HUMAN,LoVo,,KLF15, 2.3.1.2.15,Homo sapiens,23953112,,,1000
PEAKS030039,USF2_HUMAN,LoVo,,USF2, 1.2.6.2.2,Homo sapiens,23953112,,,1000
PEAKS030040,ZN217_HUMAN,LoVo,,ZNF217, 2.3.4.2.4,Homo sapiens,23953112,,,1000
PEAKS030041,MZF1_HUMAN,LoVo,,MZF1, 2.3.3.0.152,Homo sapiens,23953112,,,1000
PEAKS030042,BACH1_HUMAN,LoVo,,BACH1, 1.1.1.2.5,Homo sapiens,23953112,,,1000
PEAKS030043,ELF1_HUMAN,LoVo,,ELF1, 3.5.2.3.1,Homo sapiens,23953112,,,1000
PEAKS030044,HNF1B_HUMAN,LoVo,,HNF1B, 3.1.10.7.2,Homo sapiens,23953112,,,1000
PEAKS030045,ELF2_HUMAN,LoVo,,ELF2, 3.5.2.3.2,Homo sapiens,23953112,,,1000
PEAKS030047,ELF3_HUMAN,LoVo,,ELF3, 3.5.2.4.2,Homo sapiens,23953112,,,1000
PEAKS030048,FOXA2_HUMAN,LoVo,,FOXA2, 3.3.1.1.2,Homo sapiens,23953112,,,1000
PEAKS030049,ELF4_HUMAN,LoVo,,ELF4, 3.5.2.3.3,Homo sapiens,23953112,,,1000
PEAKS030050,YBOX1_HUMAN,LoVo,,YBX1, 9.1.1.2.1,Homo sapiens,23953112,,,1000
PEAKS030051,EVI1_HUMAN,LoVo,,EVI1, 2.3.4.14.1,Homo sapiens,23953112,,,1000
PEAKS030052,HSF1_HUMAN,LoVo,,HSF1, 3.4.1.0.1,Homo sapiens,23953112,,,1000
PEAKS030053,HSF2_HUMAN,LoVo,,HSF2, 3.4.1.0.2,Homo sapiens,23953112,,,1000
PEAKS030054,SPIB_HUMAN,LoVo,,SPIB, 3.5.2.5.2,Homo sapiens,23953112,,,1000
PEAKS030055,HSF4_HUMAN,LoVo,,HSF4, 3.4.1.0.3,Homo sapiens,23953112,,,1000
PEAKS030056,GATD1_HUMAN,LoVo,,GATAD1, 2.2.1.2.1,Homo sapiens,23953112,,,1000
PEAKS030057,MYB_HUMAN,LoVo,,MYB, 3.5.1.1.1,Homo sapiens,23953112,,,1000
PEAKS030058,MYC_HUMAN,LoVo,,MYC, 1.2.6.5.1,Homo sapiens,23953112,,,1000
PEAKS030059,ZN281_HUMAN,LoVo,,ZNF281, 2.3.3.13.2,Homo sapiens,23953112,,,1000
PEAKS030062,GMEB2_HUMAN,LoVo,,GMEB2, 5.3.3.1.2,Homo sapiens,23953112,,,1000
PEAKS030063,GMEB1_HUMAN,LoVo,,GMEB1, 5.3.3.1.1,Homo sapiens,23953112,,,1000
PEAKS030065,ZN143_HUMAN,LoVo,,ZNF143, 2.3.3.28.2,Homo sapiens,23953112,,,1000
PEAKS030067,MAD1_HUMAN,LoVo,,MXD1, 1.2.6.7.1,Homo sapiens,23953112,,,1000
PEAKS030068,MAD3_HUMAN,LoVo,,MXD3, 1.2.6.7.2,Homo sapiens,23953112,,,1000
PEAKS030069,FOXC1_HUMAN,LoVo,,FOXC1, 3.3.1.3.1,Homo sapiens,23953112,,,1000
PEAKS030070,CLOCK_HUMAN,LoVo,,CLOCK, 1.2.5.2.5,Homo sapiens,23953112,,,1000
PEAKS030072,FOXD2_HUMAN,LoVo,,FOXD2, 3.3.1.4.2,Homo sapiens,23953112,,,1000
PEAKS030073,ZN266_HUMAN,LoVo,,ZNF266, 2.3.3.0.165,Homo sapiens,23953112,,,1000
PEAKS030074,ZN263_HUMAN,LoVo,,ZNF263, 2.3.3.0.79,Homo sapiens,23953112,,,1000
PEAKS030075,MYF6_HUMAN,LoVo,,MYF6, 1.2.2.1.4,Homo sapiens,23953112,,,1000
PEAKS030076,LMX1B_HUMAN,LoVo,,LMX1B, 3.1.5.6.2,Homo sapiens,23953112,,,1000
PEAKS030077,P73_HUMAN,LoVo,,TP73, 6.3.1.0.3,Homo sapiens,23953112,,,1000
PEAKS030078,RLF_HUMAN,LoVo,,RLF, 2.3.4.7.1,Homo sapiens,23953112,,,1000
PEAKS030079,MEF2D_HUMAN,LoVo,,MEF2D, 5.1.1.1.4,Homo sapiens,23953112,,,1000
PEAKS030081,ZBTB2_HUMAN,LoVo,,ZBTB2, 2.3.4.6.2,Homo sapiens,23953112,,,1000
PEAKS030083,ZN581_HUMAN,LoVo,,ZNF581, 2.3.3.15.2,Homo sapiens,23953112,,,1000
PEAKS030084,JDP2_HUMAN,LoVo,,JDP2, 1.1.2.2.2,Homo sapiens,23953112,,,1000
PEAKS030087,ZIC2_HUMAN,LoVo,,ZIC2, 2.3.3.1.8,Homo sapiens,23953112,,,1000
PEAKS030088,TF65_HUMAN,LoVo,,RELA, 6.1.1.2.1,Homo sapiens,23953112,,,1000
PEAKS030089,RELB_HUMAN,LoVo,,RELB, 6.1.1.2.2,Homo sapiens,23953112,,,1000
PEAKS030090,HES7_HUMAN,LoVo,,HES7, 1.2.4.1.7,Homo sapiens,23953112,,,1000
PEAKS030091,GRHL1_HUMAN,LoVo,,GRHL1, 6.7.1.1.1,Homo sapiens,23953112,,,1000
PEAKS030092,YBOX3_HUMAN,LoVo,,CSDA, 9.1.1.1.1,Homo sapiens,23953112,,,1000
PEAKS030093,GRHL2_HUMAN,LoVo,,GRHL2, 6.7.1.1.2,Homo sapiens,23953112,,,1000
PEAKS030094,DDIT3_HUMAN,LoVo,,DDIT3, 1.1.8.1.6,Homo sapiens,23953112,,,1000
PEAKS030095,JUNB_HUMAN,LoVo,,JUNB, 1.1.1.1.2,Homo sapiens,23953112,,,1000
PEAKS030097,ASCL2_HUMAN,LoVo,,ASCL2, 1.2.2.2.2,Homo sapiens,23953112,,,1000
PEAKS030098,HHEX_HUMAN,LoVo,,HHEX, 3.1.2.8.1,Homo sapiens,23953112,,,1000
PEAKS030101,MNX1_HUMAN,LoVo,,MNX1, 3.1.1.13.1,Homo sapiens,23953112,,,1000
PEAKS030102,AP2A_HUMAN,LoVo,,TFAP2A, 1.3.1.0.1,Homo sapiens,23953112,,,1000
PEAKS030103,NF2L1_HUMAN,LoVo,,NFE2L1, 1.1.1.2.2,Homo sapiens,23953112,,,1000
PEAKS030104,NF2L2_HUMAN,LoVo,,NFE2L2, 1.1.1.2.3,Homo sapiens,23953112,,,1000
PEAKS030105,NF2L3_HUMAN,LoVo,,NFE2L3, 1.1.1.2.4,Homo sapiens,23953112,,,1000
PEAKS030106,TFE3_HUMAN,LoVo,,TFE3, 1.2.6.1.1,Homo sapiens,23953112,,,1000
PEAKS030107,TFEB_HUMAN,LoVo,,TFEB, 1.2.6.1.2,Homo sapiens,23953112,,,1000
PEAKS030108,ATF1_HUMAN,LoVo,,ATF1, 1.1.7.1.2,Homo sapiens,23953112,,,1000
PEAKS030109,ATF2_HUMAN,LoVo,,ATF2, 1.1.1.3.1,Homo sapiens,23953112,,,1000
PEAKS030110,ARNT_HUMAN,LoVo,,ARNT, 1.2.5.2.1,Homo sapiens,23953112,,,1000
PEAKS030111,MEIS2_HUMAN,LoVo,,MEIS2, 3.1.4.2.2,Homo sapiens,23953112,,,1000
PEAKS030112,OVOL2_HUMAN,LoVo,,OVOL2, 2.3.3.17.2,Homo sapiens,23953112,,,1000
PEAKS030114,TEAD4_HUMAN,LoVo,,TEAD4, 3.6.1.0.2,Homo sapiens,23953112,,,1000
PEAKS030117,TFDP1_HUMAN,LoVo,,TFDP1, 3.3.2.2.1,Homo sapiens,23953112,,,1000
PEAKS030119,FOXA1_HUMAN,LoVo,,FOXA1, 3.3.1.1.1,Homo sapiens,23953112,,,1000
PEAKS030120,NR4A2_HUMAN,LoVo,,NR4A2, 2.1.4.0.2,Homo sapiens,23953112,,,1000
PEAKS030122,NSD2_HUMAN,LoVo,,WHSC1, 4.1.5.0.1,Homo sapiens,23953112,,,1000
PEAKS030123,TEAD2_HUMAN,LoVo,,TEAD2, 3.6.1.0.3,Homo sapiens,23953112,,,1000
PEAKS030124,NGN3_HUMAN,LoVo,,NEUROG3, 1.2.3.4.7,Homo sapiens,23953112,,,1000
PEAKS030125,ATF6A_HUMAN,LoVo,,ATF6, 1.1.7.3.1,Homo sapiens,23953112,,,1000
PEAKS030126,ATF5_HUMAN,LoVo,,ATF5, 1.1.6.0.2,Homo sapiens,23953112,,,1000
PEAKS030129,ZEP1_HUMAN,LoVo,,HIVEP1, 2.3.4.5.1,Homo sapiens,23953112,,,1000
PEAKS030132,E2F3_HUMAN,LoVo,,E2F3, 3.3.2.1.3,Homo sapiens,23953112,,,1000
PEAKS030133,E2F4_HUMAN,LoVo,,E2F4, 3.3.2.1.4,Homo sapiens,23953112,,,1000
PEAKS030134,E2F7_HUMAN,LoVo,,E2F7, 3.3.2.1.7,Homo sapiens,23953112,,,1000
PEAKS030135,E2F8_HUMAN,LoVo,,E2F8, 3.3.2.1.8,Homo sapiens,23953112,,,1000
PEAKS030136,CTCF_HUMAN,LoVo,,CTCF, 2.3.3.50.1,Homo sapiens,23953112,,,1000
PEAKS030137,PAX2_HUMAN,LoVo,,PAX2, 3.2.2.2.1,Homo sapiens,23953112,,,1000
PEAKS030138,FEV_HUMAN,LoVo,,FEV, 3.5.2.1.7,Homo sapiens,23953112,,,1000
PEAKS030139,MAX_HUMAN,LoVo,,MAX, 1.2.6.5.5,Homo sapiens,23953112,,,1000
PEAKS030140,BARX1_HUMAN,LoVo,,BARX1, 3.1.2.2.1,Homo sapiens,23953112,,,1000
PEAKS030141,MAZ_HUMAN,LoVo,,MAZ, 2.3.4.8.1,Homo sapiens,23953112,,,1000
PEAKS030142,BARX2_HUMAN,LoVo,,BARX2, 3.1.2.2.2,Homo sapiens,23953112,,,1000
PEAKS030146,FOSL1_HUMAN,LoVo,,FOSL1, 1.1.2.1.3,Homo sapiens,23953112,,,1000
PEAKS030147,Z280D_HUMAN,LoVo,,ZNF280D, 2.3.3.4.4,Homo sapiens,23953112,,,1000
PEAKS030149,ESR1_HUMAN,LoVo,,ESR1, 2.1.1.2.1,Homo sapiens,23953112,,,1000
PEAKS030150,CDC5L_HUMAN,LoVo,,CDC5L, 3.5.1.1.4,Homo sapiens,23953112,,,1000
PEAKS030152,NCOA1_HUMAN,LoVo,,NCOA1, 1.2.5.3.1,Homo sapiens,23953112,,,1000
PEAKS030153,HXC11_HUMAN,LoVo,,HOXC11, 3.1.1.8.9,Homo sapiens,23953112,,,1000
PEAKS030154,NCOA3_HUMAN,LoVo,,NCOA3, 1.2.5.3.3,Homo sapiens,23953112,,,1000
PEAKS030155,HXC13_HUMAN,LoVo,,HOXC13, 3.1.1.8.15,Homo sapiens,23953112,,,1000
PEAKS030156,IRX3_HUMAN,LoVo,,IRX3, 3.1.4.1.3,Homo sapiens,23953112,,,1000
PEAKS030158,IRX2_HUMAN,LoVo,,IRX2, 3.1.4.1.2,Homo sapiens,23953112,,,1000
PEAKS030159,MCR_HUMAN,LoVo,,NR3C2, 2.1.1.1.2,Homo sapiens,23953112,,,1000
PEAKS030160,NFYC_HUMAN,LoVo,,NFYC, 4.2.1.0.3,Homo sapiens,23953112,,,1000
PEAKS030162,NFYA_HUMAN,LoVo,,NFYA, 4.2.1.0.1,Homo sapiens,23953112,,,1000
PEAKS030163,GCR_HUMAN,LoVo,,NR3C1, 2.1.1.1.1,Homo sapiens,23953112,,,1000
PEAKS030164,MSX2_HUMAN,LoVo,,MSX2, 3.1.2.11.2,Homo sapiens,23953112,,,1000
PEAKS030165,TFAM_HUMAN,LoVo,,TFAM, 4.1.7.0.1,Homo sapiens,23953112,,,1000
PEAKS030167,DDIT3_HUMAN,LoVo,,CEBPZ, 1.1.8.1.6,Homo sapiens,23953112,,,1000
PEAKS030168,NFAC4_HUMAN,LoVo,,NFATC4, 6.1.3.0.4,Homo sapiens,23953112,,,1000
PEAKS030169,NFAC3_HUMAN,LoVo,,NFATC3, 6.1.3.0.3,Homo sapiens,23953112,,,1000
PEAKS030171,CEBPB_HUMAN,LoVo,,CEBPB, 1.1.8.1.2,Homo sapiens,23953112,,,1000
PEAKS030172,CEBPE_HUMAN,LoVo,,CEBPE, 1.1.8.1.5,Homo sapiens,23953112,,,1000
PEAKS030173,CREB1_HUMAN,LoVo,,CREB1, 1.1.7.1.1,Homo sapiens,23953112,,,1000
PEAKS030174,CEBPG_HUMAN,LoVo,,CEBPG, 1.1.8.1.3,Homo sapiens,23953112,,,1000
PEAKS030175,ISL1_HUMAN,LoVo,,ISL1, 3.1.5.1.1,Homo sapiens,23953112,,,1000
PEAKS030176,ISL2_HUMAN,LoVo,,ISL2, 3.1.5.1.2,Homo sapiens,23953112,,,1000
PEAKS030178,ID1_HUMAN,LoVo,,ID1, 1.2.8.0.1,Homo sapiens,23953112,,,1000
PEAKS030179,DBP_HUMAN,LoVo,,DBP, 1.1.8.2.1,Homo sapiens,23953112,,,1000
PEAKS030180,ZBED4_HUMAN,LoVo,,ZBED4, 2.3.5.0.4,Homo sapiens,23953112,,,1000
PEAKS030183,ID3_HUMAN,LoVo,,ID3, 1.2.8.0.3,Homo sapiens,23953112,,,1000
PEAKS030184,CDX1_HUMAN,LoVo,,CDX1, 3.1.1.9.1,Homo sapiens,23953112,,,1000
PEAKS030185,CDX2_HUMAN,LoVo,,CDX2, 3.1.1.9.2,Homo sapiens,23953112,,,1000
PEAKS030186,STA5A_HUMAN,LoVo,,STAT5A, 6.2.1.0.5,Homo sapiens,23953112,,,1000
PEAKS030188,CR3L2_HUMAN,LoVo,,CREB3L2, 1.1.7.2.3,Homo sapiens,23953112,,,1000
PEAKS030189,CR3L1_HUMAN,LoVo,,CREB3L1, 1.1.7.2.2,Homo sapiens,23953112,,,1000
PEAKS030190,CR3L4_HUMAN,LoVo,,CREB3L4, 1.1.7.2.5,Homo sapiens,23953112,,,1000
PEAKS030193,PITX1_HUMAN,LoVo,,PITX1, 3.1.3.19.1,Homo sapiens,23953112,,,1000
PEAKS030194,RARG_HUMAN,LoVo,,RARG, 2.1.2.1.3,Homo sapiens,23953112,,,1000
PEAKS030196,TYY1_HUMAN,LoVo,,YY1, 2.3.3.9.1,Homo sapiens,23953112,,,1000
PEAKS030197,NKX28_HUMAN,LoVo,,NKX2-8, 3.1.2.15.2,Homo sapiens,23953112,,,1000
PEAKS030198,HES1_HUMAN,LoVo,,HES1, 1.2.4.1.1,Homo sapiens,23953112,,,1000
PEAKS030201,HES4_HUMAN,LoVo,,HES4, 1.2.4.1.4,Homo sapiens,23953112,,,1000
PEAKS030203,MNT_HUMAN,LoVo,,MNT, 1.2.6.7.6,Homo sapiens,23953112,,,1000
PEAKS030204,PRDM1_HUMAN,LoVo,,PRDM1, 2.3.3.12.1,Homo sapiens,23953112,,,1000
PEAKS030206,HXA13_HUMAN,LoVo,,HOXA13, 3.1.1.8.13,Homo sapiens,23953112,,,1000
PEAKS030208,HXB13_HUMAN,LoVo,,HOXB13, 3.1.1.8.14,Homo sapiens,23953112,,,1000
PEAKS030209,NR1H2_HUMAN,LoVo,,NR1H2, 2.1.2.7.2,Homo sapiens,23953112,,,1000
PEAKS030210,TAL1_HUMAN,LoVo,,TAL1, 1.2.3.1.1,Homo sapiens,23953112,,,1000
PEAKS030213,LHX3_HUMAN,LoVo,,LHX3, 3.1.5.4.1,Homo sapiens,23953112,,,1000
PEAKS030215,LHX4_HUMAN,LoVo,,LHX4, 3.1.5.4.2,Homo sapiens,23953112,,,1000
PEAKS030219,NKX25_HUMAN,LoVo,,NKX2-5, 3.1.2.17.2,Homo sapiens,23953112,,,1000
PEAKS030220,NKX23_HUMAN,LoVo,,NKX2-3, 3.1.2.17.1,Homo sapiens,23953112,,,1000
PEAKS030221,NR1H3_HUMAN,LoVo,,NR1H3, 2.1.2.7.1,Homo sapiens,23953112,,,1000
PEAKS030222,PLAG1_HUMAN,LoVo,,PLAG1, 2.3.3.25.2,Homo sapiens,23953112,,,1000
PEAKS030223,KLF5_HUMAN,LoVo,,KLF5, 2.3.1.2.5,Homo sapiens,23953112,,,1000
PEAKS030225,AEBP2_HUMAN,LoVo,,AEBP2, 2.3.2.4.9,Homo sapiens,23953112,,,1000
